sample_id,source_file,case_id,group_name,intent_class,method,target,payload_or_query,interpretation,attack_family,expected_code,expected_meaning,observed_off,observed_on,response_code_transition,current_assessment
265,board-search-fp-expanded-100.csv,board_search_exp_065,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=drop%20table%20%EA%B8%88%EC%A7%80%20%EC%A0%95%EC%B1%85&sort=oldest&page=1&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,sqli,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
266,board-search-fp-expanded-100.csv,board_search_exp_066,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=XSS%20payload%20%EB%B6%84%EC%84%9D&sort=latest&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,xss,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
267,board-search-fp-expanded-100.csv,board_search_exp_067,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=LFI%20%EA%B2%BD%EB%A1%9C%20%ED%95%B4%EC%84%A4&sort=title&page=1&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,path_traversal,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
268,board-search-fp-expanded-100.csv,board_search_exp_068,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=nmap%20-sS%20%EB%A1%9C%EA%B7%B8&sort=oldest&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
269,board-search-fp-expanded-100.csv,board_search_exp_069,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=base64%20%EC%9A%B0%ED%9A%8C%20%EC%98%88%EC%8B%9C&sort=latest&page=1&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
270,board-search-fp-expanded-100.csv,board_search_exp_070,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=%24%7Bjndi%3Aldap%3A%2F%2Fexample%2Fa%7D%20%EC%84%A4%EB%AA%85&sort=title&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,jndi_injection,200,authenticated_board_search_should_return_results_or_empty,403,403,403 -> 403,needs_policy_review
271,board-search-fp-expanded-100.csv,board_search_exp_071,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=benchmark%20%ED%95%A8%EC%88%98%20%EC%82%AC%EB%A1%80&sort=oldest&page=1&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
272,board-search-fp-expanded-100.csv,board_search_exp_072,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=waitfor%20delay%20%EC%84%A4%EB%AA%85&sort=latest&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,sqli,200,authenticated_board_search_should_return_results_or_empty,400,400,400 -> 400,needs_review
273,board-search-fp-expanded-100.csv,board_search_exp_073,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=shellshock%20note&sort=title&page=1&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,command_injection,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
274,board-search-fp-expanded-100.csv,board_search_exp_074,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=%3Cimg%20onerror%3E%20%ED%95%84%ED%84%B0%20%EC%84%A4%EB%AA%85&sort=oldest&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,xss,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
275,board-search-fp-expanded-100.csv,board_search_exp_075,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=query%20string%20%EB%B3%B4%EC%95%88&sort=latest&page=1&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
276,board-search-fp-expanded-100.csv,board_search_exp_076,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=security%20filter%20note&sort=title&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
277,board-search-fp-expanded-100.csv,board_search_exp_077,Board Search Expanded,ambiguous,GET,/api/board/posts,?author=student1&keyword=select%20%EB%AC%B8%20%EC%8B%A4%EC%8A%B5&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
278,board-search-fp-expanded-100.csv,board_search_exp_078,Board Search Expanded,ambiguous,GET,/api/board/posts,?author=student2&keyword=union%20all%20select%20%EA%B5%90%EC%9C%A1%EC%9E%90%EB%A3%8C&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,sqli,200,authenticated_board_search_should_return_results_or_empty,403,400,403 -> 400,partial_change_needs_review
279,board-search-fp-expanded-100.csv,board_search_exp_079,Board Search Expanded,ambiguous,GET,/api/board/posts,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&keyword=script%20%ED%83%9C%EA%B7%B8%20%EC%84%A4%EB%AA%85&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
280,board-search-fp-expanded-100.csv,board_search_exp_080,Board Search Expanded,ambiguous,GET,/api/board/posts,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&keyword=..%2Fadmin%20%EA%B2%BD%EB%A1%9C%20%EC%98%88%EC%8B%9C&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,path_traversal,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
281,board-search-fp-expanded-100.csv,board_search_exp_081,Board Search Expanded,ambiguous,GET,/api/board/posts,?author=%EC%9E%A5%EC%9B%90%EC%98%81&keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EC%82%AC%EB%A1%80&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,command_injection,200,authenticated_board_search_should_return_results_or_empty,400,400,400 -> 400,needs_review
282,board-search-fp-expanded-100.csv,board_search_exp_082,Board Search Expanded,ambiguous,GET,/api/board/posts,?author=student1&keyword=powershell%20-enc%20%EC%88%98%EC%97%85%EB%A9%94%EB%AA%A8&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,command_injection,200,authenticated_board_search_should_return_results_or_empty,403,400,403 -> 400,partial_change_needs_review
283,board-search-fp-expanded-100.csv,board_search_exp_083,Board Search Expanded,ambiguous,GET,/api/board/posts,?author=student2&keyword=alert%20tcp%20%EB%A3%B0%20%EC%A0%95%EB%A6%AC&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
284,board-search-fp-expanded-100.csv,board_search_exp_084,Board Search Expanded,ambiguous,GET,/api/board/posts,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&keyword=whoami%20%EC%B6%9C%EB%A0%A5%20%EC%98%88%EC%8B%9C&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,command_injection,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
285,board-search-fp-expanded-100.csv,board_search_exp_085,Board Search Expanded,ambiguous,GET,/api/board/posts,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&keyword=drop%20table%20%EA%B8%88%EC%A7%80%20%EC%A0%95%EC%B1%85&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,sqli,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
286,board-search-fp-expanded-100.csv,board_search_exp_086,Board Search Expanded,ambiguous,GET,/api/board/posts,?author=%EC%9E%A5%EC%9B%90%EC%98%81&keyword=XSS%20payload%20%EB%B6%84%EC%84%9D&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,xss,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
287,board-search-fp-expanded-100.csv,board_search_exp_087,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=select%20%EB%AC%B8%20%EC%8B%A4%EC%8A%B5&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=1&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
288,board-search-fp-expanded-100.csv,board_search_exp_088,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=union%20all%20select%20%EA%B5%90%EC%9C%A1%EC%9E%90%EB%A3%8C&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,sqli,200,authenticated_board_search_should_return_results_or_empty,403,400,403 -> 400,partial_change_needs_review
289,board-search-fp-expanded-100.csv,board_search_exp_089,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=script%20%ED%83%9C%EA%B7%B8%20%EC%84%A4%EB%AA%85&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=1&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
290,board-search-fp-expanded-100.csv,board_search_exp_090,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=..%2Fadmin%20%EA%B2%BD%EB%A1%9C%20%EC%98%88%EC%8B%9C&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,path_traversal,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
291,board-search-fp-expanded-100.csv,board_search_exp_091,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EC%82%AC%EB%A1%80&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=1&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,command_injection,200,authenticated_board_search_should_return_results_or_empty,400,400,400 -> 400,needs_review
292,board-search-fp-expanded-100.csv,board_search_exp_092,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=powershell%20-enc%20%EC%88%98%EC%97%85%EB%A9%94%EB%AA%A8&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,command_injection,200,authenticated_board_search_should_return_results_or_empty,403,400,403 -> 400,partial_change_needs_review
293,board-search-fp-expanded-100.csv,board_search_exp_093,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=alert%20tcp%20%EB%A3%B0%20%EC%A0%95%EB%A6%AC&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=1&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
294,board-search-fp-expanded-100.csv,board_search_exp_094,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=whoami%20%EC%B6%9C%EB%A0%A5%20%EC%98%88%EC%8B%9C&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,command_injection,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
295,board-search-fp-expanded-100.csv,board_search_exp_095,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=drop%20table%20%EA%B8%88%EC%A7%80%20%EC%A0%95%EC%B1%85&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=1&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,sqli,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
296,board-search-fp-expanded-100.csv,board_search_exp_096,Board Search Expanded,ambiguous,GET,/api/board/posts,?keyword=XSS%20payload%20%EB%B6%84%EC%84%9D&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,xss,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
297,board-search-fp-expanded-100.csv,board_search_exp_097,Board Search Expanded,attack,GET,/api/board/posts,?keyword=%27%20OR%20%271%27%3D%271&sort=latest&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,sqli,400,explicit_attack_search_term_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
298,board-search-fp-expanded-100.csv,board_search_exp_098,Board Search Expanded,attack,GET,/api/board/posts,?keyword=%3Cscript%3Ealert%281%29%3C%2Fscript%3E&sort=latest&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,xss,400,explicit_attack_search_term_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
299,board-search-fp-expanded-100.csv,board_search_exp_099,Board Search Expanded,attack,GET,/api/board/posts,?keyword=cmd.exe%20%2Fc%20whoami&sort=latest&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,command_injection,400,explicit_attack_search_term_should_be_rejected,400,400,400 -> 400,as_designed
300,board-search-fp-expanded-100.csv,board_search_exp_100,Board Search Expanded,attack,GET,/api/board/posts,?keyword=..%252F..%252F..%252Fetc%2Fpasswd&sort=latest&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,normal_business_request,400,explicit_attack_search_term_should_be_rejected,403,403,403 -> 403,needs_review
301,public-search-location-mixed-50.csv,public_search_001,Public Search Location,normal,GET,/api/public/announcements?keyword=%EB%8F%84%EC%84%9C%EA%B4%80&sort=latest&page=1&size=6,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
302,public-search-location-mixed-50.csv,public_search_002,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%9E%A5%ED%95%99%EA%B8%88&sort=title&page=0&size=7,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
303,public-search-location-mixed-50.csv,public_search_003,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC&sort=latest&page=1&size=5,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,route_typo,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
304,public-search-location-mixed-50.csv,public_search_004,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%88%98%EA%B0%95%EC%A0%95%EC%A0%95&sort=title&page=0&size=6,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
305,public-search-location-mixed-50.csv,public_search_005,Public Search Location,normal,GET,/api/public/announcements?keyword=%EA%B0%9C%EA%B0%95&sort=latest&page=1&size=7,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
306,public-search-location-mixed-50.csv,public_search_006,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%A7%80%EC%9B%90%EC%84%BC%ED%84%B0&sort=title&page=0&size=5,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
307,public-search-location-mixed-50.csv,public_search_007,Public Search Location,normal,GET,/api/public/announcements?keyword=%ED%95%99%EC%82%AC%EC%9D%BC%EC%A0%95&sort=latest&page=1&size=6,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
308,public-search-location-mixed-50.csv,public_search_008,Public Search Location,normal,GET,/api/public/announcements?keyword=%EB%93%B1%EB%A1%9D%EA%B8%88&sort=title&page=0&size=7,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
309,public-search-location-mixed-50.csv,public_search_009,Public Search Location,normal,GET,/api/public/announcements?keyword=%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D&sort=latest&page=1&size=5,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
310,public-search-location-mixed-50.csv,public_search_010,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%98%A4%EB%A6%AC%EC%97%94%ED%85%8C%EC%9D%B4%EC%85%98&sort=title&page=0&size=6,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
311,public-search-location-mixed-50.csv,public_search_011,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%84%B8%EB%AF%B8%EB%82%98&sort=latest&page=1&size=7,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
312,public-search-location-mixed-50.csv,public_search_012,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%9E%A5%EB%B9%84%20%EB%8C%80%EC%97%AC&sort=title&page=0&size=5,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,route_typo,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
313,public-search-location-mixed-50.csv,public_search_013,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%B7%A8%EC%97%85&sort=latest&page=1&size=6,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
314,public-search-location-mixed-50.csv,public_search_014,Public Search Location,normal,GET,/api/public/announcements?keyword=%EA%B8%B0%EC%88%99%EC%82%AC&sort=title&page=0&size=7,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
315,public-search-location-mixed-50.csv,public_search_015,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%A1%B8%EC%97%85&sort=latest&page=1&size=5,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
316,public-search-location-mixed-50.csv,public_search_016,Public Search Location,normal,GET,/api/public/announcements?sort=latest&page=0&size=10,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
317,public-search-location-mixed-50.csv,public_search_017,Public Search Location,normal,GET,/api/public/announcements?sort=title&page=0&size=10,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
318,public-search-location-mixed-50.csv,public_search_018,Public Search Location,normal,GET,/api/public/announcements?sort=oldest&page=0&size=10,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
319,public-search-location-mixed-50.csv,public_search_019,Public Search Location,normal,GET,/api/public/announcements/1,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,existing_announcement_detail_should_return_200,200,200,200 -> 200,as_designed
320,public-search-location-mixed-50.csv,public_search_020,Public Search Location,normal,GET,/api/public/announcements/2,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,existing_announcement_detail_should_return_200,200,200,200 -> 200,as_designed
321,public-search-location-mixed-50.csv,public_search_021,Public Search Location,normal,GET,/api/public/announcements/999999,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,404,nonexistent_announcement_should_return_404,404,404,404 -> 404,as_designed
322,public-search-location-mixed-50.csv,public_search_022,Public Search Location,normal,GET,/api/public/academic-events,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_events_list_should_return_200,200,200,200 -> 200,as_designed
323,public-search-location-mixed-50.csv,public_search_023,Public Search Location,normal,GET,/api/public/academic-events,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_events_list_should_return_200,200,200,200 -> 200,as_designed
324,public-search-location-mixed-50.csv,public_search_024,Public Search Location,normal,GET,/api/health,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,health_endpoint_should_be_available,200,200,200 -> 200,as_designed
325,public-search-location-mixed-50.csv,public_search_025,Public Search Location,normal,GET,/api/health,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,health_endpoint_should_be_available,200,200,200 -> 200,as_designed
326,public-search-location-mixed-50.csv,public_search_026,Public Search Location,normal,GET,/api/public/announcements?dateFrom=2026-03-01&dateTo=2026-03-31&sort=latest&page=0&size=5,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
327,public-search-location-mixed-50.csv,public_search_027,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%A0%90%EA%B2%80&dateFrom=2026-01-01&dateTo=2026-12-31&sort=title&page=0&size=5,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
328,public-search-location-mixed-50.csv,public_search_028,Public Search Location,normal,GET,/api/public/announcements?keyword=%EA%B5%90%EB%82%B4%20%ED%96%89%EC%82%AC&sort=latest&page=1&size=6,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,route_typo,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
329,public-search-location-mixed-50.csv,public_search_029,Public Search Location,normal,GET,/api/public/announcements?keyword=%EC%A4%91%EA%B0%84%EA%B3%A0%EC%82%AC&sort=title&page=0&size=5,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,normal_business_request,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
330,public-search-location-mixed-50.csv,public_search_030,Public Search Location,normal,GET,/api/public/announcements?keyword=%EB%8F%84%EC%84%9C%EA%B4%80%20%EC%9A%B4%EC%98%81%EC%8B%9C%EA%B0%84&sort=latest&page=1&size=5,,공개 읽기 엔드포인트를 정상적으로 조회하는 요청이다.,route_typo,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
331,public-search-location-mixed-50.csv,public_search_031,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=select%20%EB%AC%B8%20%EC%95%88%EB%82%B4&sort=latest&page=0&size=5,,공개 읽기 경로에 슬래시/대소문자 변형을 적용한 요청이다.,route_typo,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
332,public-search-location-mixed-50.csv,public_search_032,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=union%20select%20%EC%8B%A4%EC%8A%B5%EC%9E%90%EB%A3%8C&sort=title&page=0&size=5,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,sqli,200,public_read_or_contextual_search_should_return_200,403,400,403 -> 400,partial_change_needs_review
333,public-search-location-mixed-50.csv,public_search_033,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=script%20%ED%83%9C%EA%B7%B8%20%EC%84%A4%EB%AA%85&sort=latest&page=1&size=6,,공개 읽기 경로에 슬래시/대소문자 변형을 적용한 요청이다.,route_typo,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
334,public-search-location-mixed-50.csv,public_search_034,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=..%2Fadmin%20%EA%B2%BD%EB%A1%9C%20%EC%98%88%EC%8B%9C&sort=title&page=0&size=5,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,path_traversal,200,public_read_or_contextual_search_should_return_200,403,200,403 -> 200,resolved_after_tuning
